timestamp,filename,url,downloaded,failedattempts
20190820 08:40,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m3_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 3,True,0
20190820 08:40,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m4_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 4,True,0
20190820 08:40,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m4_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 4,True,0
20190820 08:40,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m5_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 5,True,0
20190820 08:40,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m5_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 5,True,0
20190820 08:43,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m6_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 6,True,0
20190820 08:44,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m6_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 6,True,0
20190820 08:44,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m7_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 7,True,0
20190820 08:44,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m7_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 7,True,0
20190820 08:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m8_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 8,True,0
20190820 08:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m8_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 8,True,0
20190820 08:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m9_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 9,True,0
20190820 08:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m9_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 9,True,0
20190820 08:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m10_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 10,True,0
20190820 08:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m10_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 10,True,0
20190820 08:46,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m11_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 11,True,0
20190820 08:46,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m11_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 11,True,0
20190820 08:49,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m12_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 12,True,0
20190820 08:49,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m12_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 12,True,0
20190820 08:51,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2007_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2007,True,0
20190820 08:52,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2009_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2009,True,0
20190820 08:53,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2010_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2010,True,0
20190820 08:54,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2011_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2011,True,0
20190820 08:55,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2012_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2012,True,0
20190820 08:55,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2013_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2013,True,0
20190820 08:55,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2014_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2014,True,0
20190820 08:56,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2015_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2015,True,0
20190820 08:56,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2016_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2016,True,0
20190820 08:56,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2017_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2017,True,0
