timestamp,filename,url,downloaded,failedattempts
20190528 09:13,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m10_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 10,True,0
20190528 09:13,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m11_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 11,True,0
20190528 09:17,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m12_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 12,True,0
20190528 09:18,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2007_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2007,True,0
20190528 09:20,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2009_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2009,True,0
20190528 09:21,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2010_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2010,True,0
20190528 09:22,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2011_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2011,True,0
20190528 09:23,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2012_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2012,True,0
20190528 09:23,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2013_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2013,True,0
20190528 09:24,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2014_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2014,True,0
20190528 09:25,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2015_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2015,True,0
20190528 09:25,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2016_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2016,True,0
20190528 09:26,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2017_m0_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2017,True,0
20190528 09:26,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m1_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 1,True,0
20190528 09:26,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m1_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 1,True,0
20190528 09:26,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m2_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 2,True,0
20190528 09:26,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m2_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 2,True,0
20190528 09:31,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m3_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 3,True,0
20190528 09:32,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m3_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 3,True,0
20190528 09:32,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m4_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 4,True,0
20190528 09:32,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m4_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 4,True,0
20190528 09:32,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m5_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 5,True,0
20190528 09:33,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m5_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 5,True,0
20190528 09:36,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m6_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 6,True,0
20190528 09:36,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m6_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 6,True,0
20190528 09:37,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m7_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 7,True,0
20190528 09:37,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m7_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 7,True,0
20190528 09:38,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m8_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 8,True,0
20190528 09:38,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m8_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 8,True,0
20190528 09:38,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m9_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 9,True,0
20190528 09:38,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m9_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 9,True,0
20190528 09:38,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m10_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 10,True,0
20190528 09:39,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m10_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 10,True,0
20190528 09:39,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m11_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 11,True,0
20190528 09:39,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m11_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 11,True,0
20190528 09:41,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m12_p1.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 0 and endofyearmonth eq 12,True,0
20190528 09:42,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2008_m12_p2.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and numberoffulltimeemployees mod 2 eq 1 and endofyearmonth eq 12,True,0
20190528 09:44,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2007_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2007,True,0
20190528 09:45,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2009_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2009,True,0
20190528 09:47,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2010_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2010,True,0
20190528 09:48,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2011_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2011,True,0
20190528 09:48,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2012_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2012,True,0
20190528 09:49,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2013_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2013,True,0
20190528 09:49,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2014_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2014,True,0
20190528 09:50,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2015_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2015,True,0
20190528 09:50,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2016_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2016,True,0
20190528 09:50,./data_raw//GrpOrgAllReturns/nz_GrpOrgAllReturns_y2017_m0_p0.csv,http://www.odata.charities.govt.nz/GrpOrgAllReturns?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2017,True,0
