timestamp,filename,url,downloaded,failedattempts
20190528 08:49,./data_raw//Activities/nz_Activities_y0_m0_p0.csv,http://www.odata.charities.govt.nz/Activities?$returnall=true&$format=csv,True,0
20190528 08:49,./data_raw//AreaOfOperations/nz_AreaOfOperations_y0_m0_p0.csv,http://www.odata.charities.govt.nz/AreaOfOperations?$returnall=true&$format=csv,True,0
20190528 08:49,./data_raw//Beneficiaries/nz_Beneficiaries_y0_m0_p0.csv,http://www.odata.charities.govt.nz/Beneficiaries?$returnall=true&$format=csv,True,0
20190528 08:49,./data_raw//Groups/nz_Groups_y0_m0_p0.csv,http://www.odata.charities.govt.nz/Groups?$returnall=true&$format=csv,True,0
20190528 08:49,./data_raw//Sectors/nz_Sectors_y0_m0_p0.csv,http://www.odata.charities.govt.nz/Sectors?$returnall=true&$format=csv,True,0
20190528 08:50,./data_raw//SourceOfFunds/nz_SourceOfFunds_y0_m0_p0.csv,http://www.odata.charities.govt.nz/SourceOfFunds?$returnall=true&$format=csv,True,0
20190528 08:51,./data_raw//Organisations/nz_Organisations_y0_m0_p0.csv,http://www.odata.charities.govt.nz/Organisations?$returnall=true&$format=csv,True,0
20190528 08:52,./data_raw//vOrganisations/nz_vOrganisations_y0_m0_p0.csv,http://www.odata.charities.govt.nz/vOrganisations?$returnall=true&$format=csv,True,0
20190528 08:56,./data_raw//Officers/nz_Officers_y0_m0_p0.csv,http://www.odata.charities.govt.nz/Officers?$returnall=true&$format=csv,True,0
20190528 08:56,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m1_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 1,True,0
20190528 08:56,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m2_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 2,True,0
20190528 09:06,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m3_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 3,True,1
20190528 09:07,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m4_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 4,True,0
20190528 09:07,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m5_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 5,True,0
20190528 09:12,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m6_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 6,True,0
20190528 09:12,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m7_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 7,True,0
20190528 09:13,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m8_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 8,True,0
20190528 09:13,./data_raw//vOfficerOrganisations/nz_vOfficerOrganisations_y2008_m9_p0.csv,http://www.odata.charities.govt.nz/vOfficerOrganisations?$returnall=true&$format=csv&$filter=year(DateRegistered) eq 2008 and endofyearmonth eq 9,True,0
